"gene_name","gene_ensembl_id","transcripts.group","transcripts.group_name","transcripts.seqnames","transcripts.start","transcripts.end","transcripts.width","transcripts.strand","transcripts.gene_name"
"Amelx","ENSMUSG00000031354",1,"ENSMUSG00000031354","X",169180022,169187200,7179,"-","Amelx"
"Amelx","ENSMUSG00000031354",1,"ENSMUSG00000031354","X",169180022,169187200,7179,"-","Amelx"
"Amelx","ENSMUSG00000031354",1,"ENSMUSG00000031354","X",169180022,169187200,7179,"-","Amelx"
"Amtn","ENSMUSG00000029282",1,"ENSMUSG00000029282","5",88376108,88385916,9809,"+","Amtn"
"Bmi1","ENSMUSG00000026739",1,"ENSMUSG00000026739","2",18677018,18686629,9612,"+","Bmi1"
"Bmi1","ENSMUSG00000026739",1,"ENSMUSG00000026739","2",18677280,18682365,5086,"+","Bmi1"
"Bmi1","ENSMUSG00000026739",1,"ENSMUSG00000026739","2",18677807,18683676,5870,"+","Bmi1"
"Bmi1","ENSMUSG00000026739",1,"ENSMUSG00000026739","2",18680372,18686130,5759,"+","Bmi1"
"Bmi1","ENSMUSG00000026739",1,"ENSMUSG00000026739","2",18680374,18684013,3640,"+","Bmi1"
"Bmi1","ENSMUSG00000026739",1,"ENSMUSG00000026739","2",18680994,18683030,2037,"+","Bmi1"
"Bmi1","ENSMUSG00000026739",1,"ENSMUSG00000026739","2",18681107,18682856,1750,"+","Bmi1"
"Dmp1","ENSMUSG00000029307",1,"ENSMUSG00000029307","5",104202613,104214102,11490,"+","Dmp1"
"Dspp","ENSMUSG00000053268",1,"ENSMUSG00000053268","5",104170712,104180127,9416,"+","Dspp"
"Enam","ENSMUSG00000029286",1,"ENSMUSG00000029286","5",88487975,88504730,16756,"+","Enam"
"Enam","ENSMUSG00000029286",1,"ENSMUSG00000029286","5",88487982,88506049,18068,"+","Enam"
"Evc2","ENSMUSG00000050248",1,"ENSMUSG00000050248","5",37338499,37425055,86557,"+","Evc2"
"Evc2","ENSMUSG00000050248",1,"ENSMUSG00000050248","5",37338608,37387764,49157,"+","Evc2"
"Evc2","ENSMUSG00000050248",1,"ENSMUSG00000050248","5",37389904,37392022,2119,"+","Evc2"
"Evc2","ENSMUSG00000050248",1,"ENSMUSG00000050248","5",37415859,37417915,2057,"+","Evc2"
"Fam20a","ENSMUSG00000020614",1,"ENSMUSG00000020614","11",109669749,109722279,52531,"-","Fam20a"
"Fam20a","ENSMUSG00000020614",1,"ENSMUSG00000020614","11",109672926,109722256,49331,"-","Fam20a"
"Fam20a","ENSMUSG00000020614",1,"ENSMUSG00000020614","11",109674639,109682979,8341,"-","Fam20a"
"Fam20a","ENSMUSG00000020614",1,"ENSMUSG00000020614","11",109673474,109676422,2949,"-","Fam20a"
"Fam20c","ENSMUSG00000025854",1,"ENSMUSG00000025854","5",138754514,138810077,55564,"+","Fam20c"
"Fam20c","ENSMUSG00000025854",1,"ENSMUSG00000025854","5",138755083,138809381,54299,"+","Fam20c"
"Fam20c","ENSMUSG00000025854",1,"ENSMUSG00000025854","5",138755087,138758849,3763,"+","Fam20c"
"Fam20c","ENSMUSG00000025854",1,"ENSMUSG00000025854","5",138786500,138809159,22660,"+","Fam20c"
"Fam20c","ENSMUSG00000025854",1,"ENSMUSG00000025854","5",138788774,138807339,18566,"+","Fam20c"
"Fam20c","ENSMUSG00000025854",1,"ENSMUSG00000025854","5",138807190,138809405,2216,"+","Fam20c"
"Fgfr1","ENSMUSG00000031565",1,"ENSMUSG00000031565","8",25513654,25555568,41915,"+","Fgfr1"
"Fgfr1","ENSMUSG00000031565",1,"ENSMUSG00000031565","8",25518759,25575718,56960,"+","Fgfr1"
"Fgfr1","ENSMUSG00000031565",1,"ENSMUSG00000031565","8",25518772,25575714,56943,"+","Fgfr1"
"Fgfr1","ENSMUSG00000031565",1,"ENSMUSG00000031565","8",25518772,25575714,56943,"+","Fgfr1"
"Fgfr1","ENSMUSG00000031565",1,"ENSMUSG00000031565","8",25518789,25574779,55991,"+","Fgfr1"
"Fgfr1","ENSMUSG00000031565",1,"ENSMUSG00000031565","8",25518795,25574781,55987,"+","Fgfr1"
"Fgfr1","ENSMUSG00000031565",1,"ENSMUSG00000031565","8",25518895,25555658,36764,"+","Fgfr1"
"Fgfr1","ENSMUSG00000031565",1,"ENSMUSG00000031565","8",25519344,25558227,38884,"+","Fgfr1"
"Fgfr1","ENSMUSG00000031565",1,"ENSMUSG00000031565","8",25519837,25555729,35893,"+","Fgfr1"
"Fgfr1","ENSMUSG00000031565",1,"ENSMUSG00000031565","8",25532125,25555676,23552,"+","Fgfr1"
"Fgfr1","ENSMUSG00000031565",1,"ENSMUSG00000031565","8",25532281,25574577,42297,"+","Fgfr1"
"Fgfr1","ENSMUSG00000031565",1,"ENSMUSG00000031565","8",25555617,25572441,16825,"+","Fgfr1"
"Fgfr1","ENSMUSG00000031565",1,"ENSMUSG00000031565","8",25558074,25563714,5641,"+","Fgfr1"
"Fgfr1","ENSMUSG00000031565",1,"ENSMUSG00000031565","8",25563405,25574785,11381,"+","Fgfr1"
"Fgfr1","ENSMUSG00000031565",1,"ENSMUSG00000031565","8",25566000,25569323,3324,"+","Fgfr1"
"Fgfr1","ENSMUSG00000031565",1,"ENSMUSG00000031565","8",25566850,25574784,7935,"+","Fgfr1"
"Fgfr1","ENSMUSG00000031565",1,"ENSMUSG00000031565","8",25566866,25568297,1432,"+","Fgfr1"
"Fgfr1","ENSMUSG00000031565",1,"ENSMUSG00000031565","8",25569486,25572395,2910,"+","Fgfr1"
"Fgfr1","ENSMUSG00000031565",1,"ENSMUSG00000031565","8",25569723,25572457,2735,"+","Fgfr1"
"Gdnf","ENSMUSG00000022144",1,"ENSMUSG00000022144","15",7810846,7837575,26730,"+","Gdnf"
"Grem2","ENSMUSG00000050069",1,"ENSMUSG00000050069","1",174833785,174921819,88035,"-","Grem2"
"Klk4","ENSMUSG00000006948",1,"ENSMUSG00000006948","7",43881160,43885804,4645,"+","Klk4"
"Lama3","ENSMUSG00000024421",1,"ENSMUSG00000024421","18",12333819,12583013,249195,"+","Lama3"
"Lama3","ENSMUSG00000024421",1,"ENSMUSG00000024421","18",12504199,12583013,78815,"+","Lama3"
"Mmp14","ENSMUSG00000000957",1,"ENSMUSG00000000957","14",54431612,54441265,9654,"+","Mmp14"
"Mmp14","ENSMUSG00000000957",1,"ENSMUSG00000000957","14",54431623,54436188,4566,"+","Mmp14"
"Mmp14","ENSMUSG00000000957",1,"ENSMUSG00000000957","14",54431633,54445364,13732,"+","Mmp14"
"Mmp14","ENSMUSG00000000957",1,"ENSMUSG00000000957","14",54431664,54436160,4497,"+","Mmp14"
"Mmp14","ENSMUSG00000000957",1,"ENSMUSG00000000957","14",54431718,54433265,1548,"+","Mmp14"
"Mmp14","ENSMUSG00000000957",1,"ENSMUSG00000000957","14",54432436,54435872,3437,"+","Mmp14"
"Mmp14","ENSMUSG00000000957",1,"ENSMUSG00000000957","14",54438592,54440479,1888,"+","Mmp14"
"Mmp20","ENSMUSG00000018620",1,"ENSMUSG00000018620","9",7628231,7674979,46749,"+","Mmp20"
"Mtor","ENSMUSG00000028991",1,"ENSMUSG00000028991","4",148448611,148454969,6359,"+","Mtor"
"Mtor","ENSMUSG00000028991",1,"ENSMUSG00000028991","4",148448611,148557683,109073,"+","Mtor"
"Mtor","ENSMUSG00000028991",1,"ENSMUSG00000028991","4",148448625,148454973,6349,"+","Mtor"
"Mtor","ENSMUSG00000028991",1,"ENSMUSG00000028991","4",148544413,148547788,3376,"+","Mtor"
"Nectin1","ENSMUSG00000032012",1,"ENSMUSG00000032012","9",43743984,43807461,63478,"+","Nectin1"
"Nectin1","ENSMUSG00000032012",1,"ENSMUSG00000032012","9",43744644,43832522,87879,"+","Nectin1"
"Nectin1","ENSMUSG00000032012",1,"ENSMUSG00000032012","9",43794121,43805875,11755,"+","Nectin1"
"Nectin1","ENSMUSG00000032012",1,"ENSMUSG00000032012","9",43820947,43831400,10454,"+","Nectin1"
"Nectin1","ENSMUSG00000032012",1,"ENSMUSG00000032012","9",43829831,43832658,2828,"+","Nectin1"
"Perp","ENSMUSG00000019851",1,"ENSMUSG00000019851","10",18845020,18857073,12054,"+","Perp"
"Pkd2","ENSMUSG00000034462",1,"ENSMUSG00000034462","5",104459450,104505819,46370,"+","Pkd2"
"Pkd2","ENSMUSG00000034462",1,"ENSMUSG00000034462","5",104459570,104490320,30751,"+","Pkd2"
"Pkd2","ENSMUSG00000034462",1,"ENSMUSG00000034462","5",104492771,104501349,8579,"+","Pkd2"
"Postn","ENSMUSG00000027750",1,"ENSMUSG00000027750","3",54361109,54391034,29926,"+","Postn"
"Postn","ENSMUSG00000027750",1,"ENSMUSG00000027750","3",54361109,54391037,29929,"+","Postn"
"Postn","ENSMUSG00000027750",1,"ENSMUSG00000027750","3",54361125,54391034,29910,"+","Postn"
"Postn","ENSMUSG00000027750",1,"ENSMUSG00000027750","3",54361143,54390452,29310,"+","Postn"
"Postn","ENSMUSG00000027750",1,"ENSMUSG00000027750","3",54377560,54390647,13088,"+","Postn"
"Postn","ENSMUSG00000027750",1,"ENSMUSG00000027750","3",54378484,54384712,6229,"+","Postn"
"Postn","ENSMUSG00000027750",1,"ENSMUSG00000027750","3",54383107,54390487,7381,"+","Postn"
"Postn","ENSMUSG00000027750",1,"ENSMUSG00000027750","3",54383109,54390582,7474,"+","Postn"
"Postn","ENSMUSG00000027750",1,"ENSMUSG00000027750","3",54388889,54390393,1505,"+","Postn"
"Slc13a5","ENSMUSG00000020805",1,"ENSMUSG00000020805","11",72260091,72267222,7132,"-","Slc13a5"
"Slc13a5","ENSMUSG00000020805",1,"ENSMUSG00000020805","11",72241989,72266659,24671,"-","Slc13a5"
"Slc13a5","ENSMUSG00000020805",1,"ENSMUSG00000020805","11",72243388,72266613,23226,"-","Slc13a5"
"Slc13a5","ENSMUSG00000020805",1,"ENSMUSG00000020805","11",72259067,72266602,7536,"-","Slc13a5"
"Slc13a5","ENSMUSG00000020805",1,"ENSMUSG00000020805","11",72242090,72266593,24504,"-","Slc13a5"
"Slc13a5","ENSMUSG00000020805",1,"ENSMUSG00000020805","11",72243372,72266593,23222,"-","Slc13a5"
"Slc39a13","ENSMUSG00000002105",1,"ENSMUSG00000002105","2",91061791,91070417,8627,"-","Slc39a13"
"Slc39a13","ENSMUSG00000002105",1,"ENSMUSG00000002105","2",91063405,91070298,6894,"-","Slc39a13"
"Slc39a13","ENSMUSG00000002105",1,"ENSMUSG00000002105","2",91062874,91070283,7410,"-","Slc39a13"
"Slc39a13","ENSMUSG00000002105",1,"ENSMUSG00000002105","2",91065581,91070239,4659,"-","Slc39a13"
"Slc39a13","ENSMUSG00000002105",1,"ENSMUSG00000002105","2",91069118,91070239,1122,"-","Slc39a13"
"Slc39a13","ENSMUSG00000002105",1,"ENSMUSG00000002105","2",91061791,91070229,8439,"-","Slc39a13"
"Slc39a13","ENSMUSG00000002105",1,"ENSMUSG00000002105","2",91066046,91070187,4142,"-","Slc39a13"
"Slc39a13","ENSMUSG00000002105",1,"ENSMUSG00000002105","2",91068431,91068871,441,"-","Slc39a13"
"Slc39a13","ENSMUSG00000002105",1,"ENSMUSG00000002105","2",91064641,91066176,1536,"-","Slc39a13"
"Slc39a13","ENSMUSG00000002105",1,"ENSMUSG00000002105","2",91063122,91065446,2325,"-","Slc39a13"
"Slc39a13","ENSMUSG00000002105",1,"ENSMUSG00000002105","2",91063125,91064386,1262,"-","Slc39a13"
"Sp3","ENSMUSG00000027109",1,"ENSMUSG00000027109","2",72936427,72980446,44020,"-","Sp3"
"Sp3","ENSMUSG00000027109",1,"ENSMUSG00000027109","2",72936648,72980426,43779,"-","Sp3"
"Sp3","ENSMUSG00000027109",1,"ENSMUSG00000027109","2",72936652,72979286,42635,"-","Sp3"
"Sp3","ENSMUSG00000027109",1,"ENSMUSG00000027109","2",72946396,72970466,24071,"-","Sp3"
"Sp3","ENSMUSG00000027109",1,"ENSMUSG00000027109","2",72938280,72941084,2805,"-","Sp3"
"Sppl2a","ENSMUSG00000027366",1,"ENSMUSG00000027366","2",126890391,126933235,42845,"-","Sppl2a"
"Sppl2a","ENSMUSG00000027366",1,"ENSMUSG00000027366","2",126914874,126923688,8815,"-","Sppl2a"
"Sppl2a","ENSMUSG00000027366",1,"ENSMUSG00000027366","2",126894264,126920345,26082,"-","Sppl2a"
"Acvr2b","ENSMUSG00000061393",1,"ENSMUSG00000061393","9",119402118,119433515,31398,"+","Acvr2b"
"Acvr2b","ENSMUSG00000061393",1,"ENSMUSG00000061393","9",119402444,119434995,32552,"+","Acvr2b"
"Acvr2b","ENSMUSG00000061393",1,"ENSMUSG00000061393","9",119402444,119433501,31058,"+","Acvr2b"
"Acvr2b","ENSMUSG00000061393",1,"ENSMUSG00000061393","9",119430346,119433034,2689,"+","Acvr2b"
"Acvr2b","ENSMUSG00000061393",1,"ENSMUSG00000061393","9",119432410,119433461,1052,"+","Acvr2b"
"Acvr2b","ENSMUSG00000061393",1,"ENSMUSG00000061393","9",119432438,119433374,937,"+","Acvr2b"
"Dlx1","ENSMUSG00000041911",1,"ENSMUSG00000041911","2",71528113,71533980,5868,"+","Dlx1"
"Dlx1","ENSMUSG00000041911",1,"ENSMUSG00000041911","2",71528683,71530065,1383,"+","Dlx1"
"Dlx1","ENSMUSG00000041911",1,"ENSMUSG00000041911","2",71529101,71530231,1131,"+","Dlx1"
"Dlx1","ENSMUSG00000041911",1,"ENSMUSG00000041911","2",71529853,71532519,2667,"+","Dlx1"
"Dlx1","ENSMUSG00000041911",1,"ENSMUSG00000041911","2",71529947,71533981,4035,"+","Dlx1"
"Dlx1","ENSMUSG00000041911",1,"ENSMUSG00000041911","2",71530780,71532689,1910,"+","Dlx1"
"Dlx2","ENSMUSG00000023391",1,"ENSMUSG00000023391","2",71543408,71546754,3347,"-","Dlx2"
"Dlx2","ENSMUSG00000023391",1,"ENSMUSG00000023391","2",71544866,71545950,1085,"-","Dlx2"
"Dlx3","ENSMUSG00000001510",1,"ENSMUSG00000001510","11",95120119,95125296,5178,"+","Dlx3"
"Dlx4","ENSMUSG00000020871",1,"ENSMUSG00000020871","11",95140447,95146263,5817,"-","Dlx4"
"Dlx4","ENSMUSG00000020871",1,"ENSMUSG00000020871","11",95143627,95145801,2175,"-","Dlx4"
"Dlx5","ENSMUSG00000029755",1,"ENSMUSG00000029755","6",6877805,6882085,4281,"-","Dlx5"
"Dlx5","ENSMUSG00000029755",1,"ENSMUSG00000029755","6",6880692,6882082,1391,"-","Dlx5"
"Dlx5","ENSMUSG00000029755",1,"ENSMUSG00000029755","6",6877805,6882068,4264,"-","Dlx5"
"Dlx6","ENSMUSG00000029754",1,"ENSMUSG00000029754","6",6863334,6868568,5235,"+","Dlx6"
"Dlx6","ENSMUSG00000029754",1,"ENSMUSG00000029754","6",6863334,6867970,4637,"+","Dlx6"
"Dlx6","ENSMUSG00000029754",1,"ENSMUSG00000029754","6",6863797,6867967,4171,"+","Dlx6"
"Dlx6","ENSMUSG00000029754",1,"ENSMUSG00000029754","6",6863798,6865430,1633,"+","Dlx6"
"Gli2","ENSMUSG00000048402",1,"ENSMUSG00000048402","1",118834132,119053619,219488,"-","Gli2"
"Gli2","ENSMUSG00000048402",1,"ENSMUSG00000048402","1",118848460,119053339,204880,"-","Gli2"
"Gli2","ENSMUSG00000048402",1,"ENSMUSG00000048402","1",118848460,119053339,204880,"-","Gli2"
"Gli2","ENSMUSG00000048402",1,"ENSMUSG00000048402","1",118848460,119053339,204880,"-","Gli2"
"Gli2","ENSMUSG00000048402",1,"ENSMUSG00000048402","1",118848460,119053339,204880,"-","Gli2"
"Gli2","ENSMUSG00000048402",1,"ENSMUSG00000048402","1",118848460,119053339,204880,"-","Gli2"
"Gli2","ENSMUSG00000048402",1,"ENSMUSG00000048402","1",118848462,119053339,204878,"-","Gli2"
"Gli2","ENSMUSG00000048402",1,"ENSMUSG00000048402","1",118848462,119053339,204878,"-","Gli2"
"Gli2","ENSMUSG00000048402",1,"ENSMUSG00000048402","1",118868042,118982588,114547,"-","Gli2"
"Gli3","ENSMUSG00000021318",1,"ENSMUSG00000021318","13",15463235,15715091,251857,"+","Gli3"
"Gli3","ENSMUSG00000021318",1,"ENSMUSG00000021318","13",15463251,15641270,178020,"+","Gli3"
"Gli3","ENSMUSG00000021318",1,"ENSMUSG00000021318","13",15463723,15663518,199796,"+","Gli3"
"Gli3","ENSMUSG00000021318",1,"ENSMUSG00000021318","13",15463980,15730026,266047,"+","Gli3"
"Lhx6","ENSMUSG00000026890",1,"ENSMUSG00000026890","2",36081953,36105408,23456,"-","Lhx6"
"Lhx6","ENSMUSG00000026890",1,"ENSMUSG00000026890","2",36081954,36105408,23455,"-","Lhx6"
"Lhx6","ENSMUSG00000026890",1,"ENSMUSG00000026890","2",36081953,36105271,23319,"-","Lhx6"
"Lhx6","ENSMUSG00000026890",1,"ENSMUSG00000026890","2",36101323,36105255,3933,"-","Lhx6"
"Lhx6","ENSMUSG00000026890",1,"ENSMUSG00000026890","2",36083687,36104891,21205,"-","Lhx6"
"Lhx6","ENSMUSG00000026890",1,"ENSMUSG00000026890","2",36081953,36104060,22108,"-","Lhx6"
"Lhx6","ENSMUSG00000026890",1,"ENSMUSG00000026890","2",36081953,36104060,22108,"-","Lhx6"
"Lhx6","ENSMUSG00000026890",1,"ENSMUSG00000026890","2",36094225,36103592,9368,"-","Lhx6"
"Lhx6","ENSMUSG00000026890",1,"ENSMUSG00000026890","2",36083684,36094273,10590,"-","Lhx6"
"Lhx8","ENSMUSG00000096225",1,"ENSMUSG00000096225","3",154306294,154330659,24366,"-","Lhx8"
"Lhx8","ENSMUSG00000096225",1,"ENSMUSG00000096225","3",154306296,154330059,23764,"-","Lhx8"
"Lhx8","ENSMUSG00000096225",1,"ENSMUSG00000096225","3",154322257,154328634,6378,"-","Lhx8"
"Lhx8","ENSMUSG00000096225",1,"ENSMUSG00000096225","3",154306978,154328166,21189,"-","Lhx8"
"Lhx8","ENSMUSG00000096225",1,"ENSMUSG00000096225","3",154316743,154324883,8141,"-","Lhx8"
"Csf1","ENSMUSG00000014599",1,"ENSMUSG00000014599","3",107741048,107760469,19422,"-","Csf1"
"Csf1","ENSMUSG00000014599",1,"ENSMUSG00000014599","3",107745595,107760242,14648,"-","Csf1"
"Csf1","ENSMUSG00000014599",1,"ENSMUSG00000014599","3",107747733,107760242,12510,"-","Csf1"
"Csf1","ENSMUSG00000014599",1,"ENSMUSG00000014599","3",107741048,107760236,19189,"-","Csf1"
"Csf1","ENSMUSG00000014599",1,"ENSMUSG00000014599","3",107750380,107760221,9842,"-","Csf1"
"Csf1","ENSMUSG00000014599",1,"ENSMUSG00000014599","3",107743014,107750979,7966,"-","Csf1"
"Csf1","ENSMUSG00000014599",1,"ENSMUSG00000014599","3",107748542,107750741,2200,"-","Csf1"
"Fos","ENSMUSG00000021250",1,"ENSMUSG00000021250","12",85473890,85477273,3384,"+","Fos"
"Fos","ENSMUSG00000021250",1,"ENSMUSG00000021250","12",85474691,85476185,1495,"+","Fos"
"Fos","ENSMUSG00000021250",1,"ENSMUSG00000021250","12",85474691,85476007,1317,"+","Fos"
"Fos","ENSMUSG00000021250",1,"ENSMUSG00000021250","12",85474911,85476063,1153,"+","Fos"
"Ostm1","ENSMUSG00000038280",1,"ENSMUSG00000038280","10",42583822,42584731,910,"+","Ostm1"
"Ostm1","ENSMUSG00000038280",1,"ENSMUSG00000038280","10",42583835,42698323,114489,"+","Ostm1"
"Ostm1","ENSMUSG00000038280",1,"ENSMUSG00000038280","10",42583838,42700492,116655,"+","Ostm1"
"Ostm1","ENSMUSG00000038280",1,"ENSMUSG00000038280","10",42678916,42702459,23544,"+","Ostm1"
"Ostm1","ENSMUSG00000038280",1,"ENSMUSG00000038280","10",42678966,42699991,21026,"+","Ostm1"
"Pthlh","ENSMUSG00000048776",1,"ENSMUSG00000048776","6",147252109,147264183,12075,"-","Pthlh"
"Pthlh","ENSMUSG00000048776",1,"ENSMUSG00000048776","6",147252101,147264167,12067,"-","Pthlh"
"Tcirg1","ENSMUSG00000001750",1,"ENSMUSG00000001750","19",3896050,3907133,11084,"-","Tcirg1"
"Tcirg1","ENSMUSG00000001750",1,"ENSMUSG00000001750","19",3896050,3907112,11063,"-","Tcirg1"
"Tcirg1","ENSMUSG00000001750",1,"ENSMUSG00000001750","19",3902494,3907040,4547,"-","Tcirg1"
"Tcirg1","ENSMUSG00000001750",1,"ENSMUSG00000001750","19",3896050,3906991,10942,"-","Tcirg1"
"Tcirg1","ENSMUSG00000001750",1,"ENSMUSG00000001750","19",3904217,3906240,2024,"-","Tcirg1"
"Tcirg1","ENSMUSG00000001750",1,"ENSMUSG00000001750","19",3896050,3905230,9181,"-","Tcirg1"
"Tcirg1","ENSMUSG00000001750",1,"ENSMUSG00000001750","19",3902694,3904421,1728,"-","Tcirg1"
"Tcirg1","ENSMUSG00000001750",1,"ENSMUSG00000001750","19",3898736,3903355,4620,"-","Tcirg1"
"Tcirg1","ENSMUSG00000001750",1,"ENSMUSG00000001750","19",3902243,3903246,1004,"-","Tcirg1"
"Tcirg1","ENSMUSG00000001750",1,"ENSMUSG00000001750","19",3896050,3903072,7023,"-","Tcirg1"
"Tcirg1","ENSMUSG00000001750",1,"ENSMUSG00000001750","19",3896270,3902023,5754,"-","Tcirg1"
"Tcirg1","ENSMUSG00000001750",1,"ENSMUSG00000001750","19",3898207,3898853,647,"-","Tcirg1"
"Tcirg1","ENSMUSG00000001750",1,"ENSMUSG00000001750","19",3897071,3897831,761,"-","Tcirg1"
"Tcirg1","ENSMUSG00000001750",1,"ENSMUSG00000001750","19",3896400,3897230,831,"-","Tcirg1"
"Traf6","ENSMUSG00000027164",1,"ENSMUSG00000027164","2",101678429,101686235,7807,"+","Traf6"
"Traf6","ENSMUSG00000027164",1,"ENSMUSG00000027164","2",101678440,101701669,23230,"+","Traf6"
"Traf6","ENSMUSG00000027164",1,"ENSMUSG00000027164","2",101684215,101690085,5871,"+","Traf6"
